Date,Pond,Species,Number of exuviae,collection duration,emergence rate,,,,,,,,,,,,,
7/7/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/9/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/9/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/9/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/10/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/10/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/10/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/12/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/12/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/12/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/15/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/15/19,Fishless,A. junius,0,90,0,,,,,,,,,,,,,
7/15/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/17/19,Elephant,A. junius,0,90,0,,,,,,,,,,,,,
7/17/19,Fishless,A. junius,12,90,0.133333333,,,,,,,,,,,,,
7/17/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/19/19,Elephant,A. junius,2,90,0.022222222,,,,,,,,,,,,,
7/19/19,Fishless,A. junius,60,90,0.666666667,,,,,,,,,,,,,
7/19/19,Railtracks,A. junius,0,90,0,,,,,,,,,,,,,
7/22/19,Elephant,A. junius,4,90,0.044444444,,,,,,,,,,,,,
7/22/19,Fishless,A. junius,171,90,1.9,,,,,,,,,,,,,
7/22/19,Railtracks,A. junius,5,90,0.055555556,,,,,,,,,,,,,
7/25/19,Elephant,A. junius,31,90,0.344444444,,,,,,,,,,,,,
7/25/19,Fishless,A. junius,180,90,2,,,,,,,,,,,,,
7/25/19,Railtracks,A. junius,43,90,0.477777778,,,,,,,,,,,,,
7/26/19,Elephant,A. junius,20,90,0.222222222,,,,,,,,,,,,,
7/26/19,Fishless,A. junius,149,90,1.655555556,,,,,,,,,,,,,
7/26/19,Railtracks,A. junius,44,90,0.488888889,,,,,,,,,,,,,
7/29/19,Elephant,A. junius,82,60,1.366666667,,,,,,,,,,,,,
7/29/19,Fishless,A. junius,240,60,4,,,,,,,,,,,,,
7/29/19,Railtracks,A. junius,130,60,2.166666667,,,,,,,,,,,,,
7/31/19,Elephant,A. junius,50,90,0.555555556,,,,,,,,,,,,,
7/31/19,Fishless,A. junius,177,90,1.966666667,,,,,,,,,,,,,
7/31/19,Railtracks,A. junius,99,90,1.1,,,,,,,,,,,,,
8/2/19,Elephant,A. junius,89,90,0.988888889,,,,,,,,,,,,,
8/2/19,Fishless,A. junius,184,90,2.044444444,,,,,,,,,,,,,
8/2/19,Railtracks,A. junius,131,90,1.455555556,,,,,,,,,,,,,
8/5/19,Elephant,A. junius,0,0,#DIV/0!,,,,,,,,,,,,,
8/5/19,Fishless,A. junius,226,90,2.511111111,,,,,,,,,,,,,
8/5/19,Railtracks,A. junius,0,0,#DIV/0!,,,,,,,,,,,,,
8/7/19,Elephant,A. junius,163,130,1.253846154,,,,,,,,,,,,,
8/7/19,Fishless,A. junius,185,90,2.055555556,,,,,,,,,,,,,
8/7/19,Railtracks,A. junius,203,130,1.561538462,,,,,,,,,,,,,
8/9/19,Elephant,A. junius,77,90,0.855555556,,,,,,,,,,,,,
8/9/19,Fishless,A. junius,86,90,0.955555556,,,,,,,,,,,,,
8/9/19,Railtracks,A. junius,79,90,0.877777778,,,,,,,,,,,,,
8/12/19,Elephant,A. junius,99,90,1.1,,,,,,,,,,,,,
8/12/19,Fishless,A. junius,173,90,1.922222222,,,,,,,,,,,,,
8/12/19,Railtracks,A. junius,91,90,1.011111111,,,,,,,,,,,,,
8/14/19,Elephant,A. junius,86,90,0.955555556,,,,,,,,,,,,,
8/14/19,Fishless,A. junius,124,90,1.377777778,,,,,,,,,,,,,
8/14/19,Railtracks,A. junius,62,90,0.688888889,,,,,,,,,,,,,
8/16/19,Elephant,A. junius,99,90,1.1,,,,,,,,,,,,,
8/16/19,Fishless,A. junius,81,90,0.9,,,,,,,,,,,,,
8/16/19,Railtracks,A. junius,54,90,0.6,,,,,,,,,,,,,
8/19/19,Elephant,A. junius,65,90,0.722222222,,,,,,,,,,,,,
8/19/19,Fishless,A. junius,91,90,1.011111111,,,,,,,,,,,,,
8/19/19,Railtracks,A. junius,46,90,0.511111111,,,,,,,,,,,,,
8/21/19,Elephant,A. junius,98,90,1.088888889,,,,,,,,,,,,,
8/21/19,Fishless,A. junius,128,90,1.422222222,,,,,,,,,,,,,
8/21/19,Railtracks,A. junius,64,90,0.711111111,,,,,,,,,,,,,
8/23/19,Elephant,A. junius,134,90,1.488888889,,,,,,,,,,,,,
8/23/19,Fishless,A. junius,89,90,0.988888889,,,,,,,,,,,,,
8/23/19,Railtracks,A. junius,65,90,0.722222222,,,,,,,,,,,,,
5/21/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/21/18,Fishless,A. tuberculifera,0,70,0,,,,,,,,,,,,,
5/21/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/22/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/22/18,Fishless,A. tuberculifera,0,70,0,,,,,,,,,,,,,
5/22/18,Railtracks,A. tuberculifera,0,60,0,,,,,,,,,,,,,
5/23/18,Elephant,A. tuberculifera,0,60,0,,,,,,,,,,,,,
5/23/18,Fishless,A. tuberculifera,0,60,0,,,,,,,,,,,,,
5/23/18,Railtracks,A. tuberculifera,0,60,0,,,,,,,,,,,,,
5/25/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/25/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/25/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/29/18,Elephant,A. tuberculifera,0,60,0,,,,,,,,,,,,,
5/29/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/29/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/31/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/31/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
5/31/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/1/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/1/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/1/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/4/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/4/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/4/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/5/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/5/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/5/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/7/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/7/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/7/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/11/18,Elephant,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/11/18,Fishless,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/11/18,Railtracks,A. tuberculifera,0,120,0,,,,,,,,,,,,,
6/13/18,Elephant,A. tuberculifera,0,24,0,,,,,,,,,,,,,
6/13/18,Fishless,A. tuberculifera,ND,0,#VALUE!,,,,,,,,,,,,,
6/13/18,Railtracks,A. tuberculifera,ND,0,#VALUE!,,,,,,,,,,,,,
6/14/18,Elephant,A. tuberculifera,0,66,0,,,,,,,,,,,,,
6/14/18,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/14/18,Railtracks,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
6/15/18,Elephant,A. tuberculifera,0,60,0,,,,,,,,,,,,,
6/15/18,Fishless,A. tuberculifera,0,60,0,,,,,,,,,,,,,
6/15/18,Railtracks,A. tuberculifera,0,60,0,,,,,,,,,,,,,
6/19/18,Elephant,A. tuberculifera,7,90,0.077777778,,,,,,,,,,,,,
6/19/18,Fishless,A. tuberculifera,9,120,0.075,,,,,,,,,,,,,
6/19/18,Railtracks,A. tuberculifera,53,90,0.588888889,,,,,,,,,,,,,
6/21/18,Elephant,A. tuberculifera,19,90,0.211111111,,,,,,,,,,,,,
6/21/18,Fishless,A. tuberculifera,17,90,0.188888889,,,,,,,,,,,,,
6/21/18,Railtracks,A. tuberculifera,25,90,0.277777778,,,,,,,,,,,,,
6/22/18,Elephant,A. tuberculifera,39,90,0.433333333,,,,,,,,,,,,,
6/22/18,Fishless,A. tuberculifera,24,90,0.266666667,,,,,,,,,,,,,
6/22/18,Railtracks,A. tuberculifera,35,90,0.388888889,,,,,,,,,,,,,
6/25/18,Elephant,A. tuberculifera,49,90,0.544444444,,,,,,,,,,,,,
6/25/18,Fishless,A. tuberculifera,37,90,0.411111111,,,,,,,,,,,,,
6/25/18,Railtracks,A. tuberculifera,92,90,1.022222222,,,,,,,,,,,,,
6/27/18,Elephant,A. tuberculifera,61,90,0.677777778,,,,,,,,,,,,,
6/27/18,Fishless,A. tuberculifera,69,90,0.766666667,,,,,,,,,,,,,
6/27/18,Railtracks,A. tuberculifera,75,90,0.833333333,,,,,,,,,,,,,
7/2/18,Elephant,A. tuberculifera,85,90,0.944444444,,,,,,,,,,,,,
7/2/18,Fishless,A. tuberculifera,47,90,0.522222222,,,,,,,,,,,,,
7/2/18,Railtracks,A. tuberculifera,71,90,0.788888889,,,,,,,,,,,,,
7/3/18,Elephant,A. tuberculifera,30,90,0.333333333,,,,,,,,,,,,,
7/3/18,Fishless,A. tuberculifera,18,90,0.2,,,,,,,,,,,,,
7/3/18,Railtracks,A. tuberculifera,37,90,0.411111111,,,,,,,,,,,,,
7/6/18,Elephant,A. tuberculifera,70,90,0.777777778,,,,,,,,,,,,,
7/6/18,Fishless,A. tuberculifera,33,90,0.366666667,,,,,,,,,,,,,
7/6/18,Railtracks,A. tuberculifera,89,90,0.988888889,,,,,,,,,,,,,
7/9/18,Elephant,A. tuberculifera,76,90,0.844444444,,,,,,,,,,,,,
7/9/18,Fishless,A. tuberculifera,99,90,1.1,,,,,,,,,,,,,
7/9/18,Railtracks,A. tuberculifera,60,90,0.666666667,,,,,,,,,,,,,
7/11/18,Elephant,A. tuberculifera,80,90,0.888888889,,,,,,,,,,,,,
7/11/18,Fishless,A. tuberculifera,52,90,0.577777778,,,,,,,,,,,,,
7/11/18,Railtracks,A. tuberculifera,56,90,0.622222222,,,,,,,,,,,,,
7/13/18,Elephant,A. tuberculifera,97,90,1.077777778,,,,,,,,,,,,,
7/13/18,Fishless,A. tuberculifera,35,90,0.388888889,,,,,,,,,,,,,
7/13/18,Railtracks,A. tuberculifera,129,90,1.433333333,,,,,,,,,,,,,
7/16/18,Elephant,A. tuberculifera,50,90,0.555555556,,,,,,,,,,,,,
7/16/18,Fishless,A. tuberculifera,63,90,0.7,,,,,,,,,,,,,
7/16/18,Railtracks,A. tuberculifera,93,90,1.033333333,,,,,,,,,,,,,
7/18/18,Elephant,A. tuberculifera,31,90,0.344444444,,,,,,,,,,,,,
7/18/18,Fishless,A. tuberculifera,28,90,0.311111111,,,,,,,,,,,,,
7/18/18,Railtracks,A. tuberculifera,176,90,1.955555556,,,,,,,,,,,,,
7/23/18,Elephant,A. tuberculifera,18,90,0.2,,,,,,,,,,,,,
7/23/18,Fishless,A. tuberculifera,20,90,0.222222222,,,,,,,,,,,,,
7/23/18,Railtracks,A. tuberculifera,57,90,0.633333333,,,,,,,,,,,,,
7/26/18,Elephant,A. tuberculifera,28,90,0.311111111,,,,,,,,,,,,,
7/26/18,Fishless,A. tuberculifera,20,90,0.222222222,,,,,,,,,,,,,
7/26/18,Railtracks,A. tuberculifera,102,90,1.133333333,,,,,,,,,,,,,
7/27/18,Elephant,A. tuberculifera,10,90,0.111111111,,,,,,,,,,,,,
7/27/18,Fishless,A. tuberculifera,19,90,0.211111111,,,,,,,,,,,,,
7/27/18,Railtracks,A. tuberculifera,27,90,0.3,,,,,,,,,,,,,
7/31/18,Elephant,A. tuberculifera,ND,ND,#VALUE!,,,,,,,,,,,,,
7/31/18,Fishless,A. tuberculifera,17,90,0.188888889,,,,,,,,,,,,,
7/31/18,Railtracks,A. tuberculifera,ND,ND,#VALUE!,,,,,,,,,,,,,
8/1/18,Elephant,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
8/1/18,Fishless,A. tuberculifera,1,15,0.066666667,,,,,,,,,,,,,
8/1/18,Railtracks,A. tuberculifera,80,90,0.888888889,,,,,,,,,,,,,
8/6/18,Elephant,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
8/6/18,Fishless,A. tuberculifera,4,90,0.044444444,,,,,,,,,,,,,
8/6/18,Railtracks,A. tuberculifera,23,90,0.255555556,,,,,,,,,,,,,
8/8/18,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/8/18,Fishless,A. tuberculifera,4,90,0.044444444,,,,,,,,,,,,,
8/8/18,Railtracks,A. tuberculifera,15,90,0.166666667,,,,,,,,,,,,,
8/13/18,Elephant,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
8/13/18,Fishless,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
8/13/18,Railtracks,A. tuberculifera,7,90,0.077777778,,,,,,,,,,,,,
8/15/18,Elephant,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
8/15/18,Fishless,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
8/15/18,Railtracks,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
8/21/18,Elephant,A. tuberculifera,2,90,0.022222222,,,,,,,,,,,,,
8/21/18,Fishless,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
8/21/18,Railtracks,A. tuberculifera,8,90,0.088888889,,,,,,,,,,,,,
8/23/18,Elephant,A. tuberculifera,0,45,0,,,,,,,,,,,,,
8/23/18,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/23/18,Railtracks,A. tuberculifera,5,90,0.055555556,,,,,,,,,,,,,
5/16/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/16/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/16/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/22/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/22/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/22/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/24/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/24/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/24/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/29/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/29/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/29/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/30/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/30/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/30/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/31/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/31/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
5/31/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/3/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/3/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/3/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/5/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/5/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/5/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/7/19,Elephant,A. tuberculifera,0,60,0,,,,,,,,,,,,,
6/7/19,Fishless,A. tuberculifera,0,60,0,,,,,,,,,,,,,
6/7/19,Railtracks,A. tuberculifera,0,60,0,,,,,,,,,,,,,
6/10/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/10/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/10/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/12/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/12/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/12/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/14/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/14/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/14/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/16/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/16/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/16/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/19/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/19/19,Fishless,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/19/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/21/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/21/19,Fishless,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
6/21/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
6/24/19,Elephant,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
6/24/19,Fishless,A. tuberculifera,4,90,0.044444444,,,,,,,,,,,,,
6/24/19,Railtracks,A. tuberculifera,5,90,0.055555556,,,,,,,,,,,,,
6/26/19,Elephant,A. tuberculifera,3,90,0.033333333,,,,,,,,,,,,,
6/26/19,Fishless,A. tuberculifera,4,90,0.044444444,,,,,,,,,,,,,
6/26/19,Railtracks,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
6/28/19,Elephant,A. tuberculifera,6,90,0.066666667,,,,,,,,,,,,,
6/28/19,Fishless,A. tuberculifera,11,90,0.122222222,,,,,,,,,,,,,
6/28/19,Railtracks,A. tuberculifera,8,90,0.088888889,,,,,,,,,,,,,
7/1/19,Elephant,A. tuberculifera,14,90,0.155555556,,,,,,,,,,,,,
7/1/19,Fishless,A. tuberculifera,10,90,0.111111111,,,,,,,,,,,,,
7/1/19,Railtracks,A. tuberculifera,39,90,0.433333333,,,,,,,,,,,,,
7/3/19,Elephant,A. tuberculifera,27,90,0.3,,,,,,,,,,,,,
7/3/19,Fishless,A. tuberculifera,45,90,0.5,,,,,,,,,,,,,
7/3/19,Railtracks,A. tuberculifera,38,90,0.422222222,,,,,,,,,,,,,
7/7/19,Elephant,A. tuberculifera,198,90,2.2,,,,,,,,,,,,,
7/7/19,Fishless,A. tuberculifera,70,90,0.777777778,,,,,,,,,,,,,
7/7/19,Railtracks,A. tuberculifera,166,90,1.844444444,,,,,,,,,,,,,
7/9/19,Elephant,A. tuberculifera,193,90,2.144444444,,,,,,,,,,,,,
7/9/19,Fishless,A. tuberculifera,91,90,1.011111111,,,,,,,,,,,,,
7/9/19,Railtracks,A. tuberculifera,198,90,2.2,,,,,,,,,,,,,
7/10/19,Elephant,A. tuberculifera,66,90,0.733333333,,,,,,,,,,,,,
7/10/19,Fishless,A. tuberculifera,115,90,1.277777778,,,,,,,,,,,,,
7/10/19,Railtracks,A. tuberculifera,264,90,2.933333333,,,,,,,,,,,,,
7/12/19,Elephant,A. tuberculifera,139,90,1.544444444,,,,,,,,,,,,,
7/12/19,Fishless,A. tuberculifera,71,90,0.788888889,,,,,,,,,,,,,
7/12/19,Railtracks,A. tuberculifera,110,90,1.222222222,,,,,,,,,,,,,
7/15/19,Elephant,A. tuberculifera,130,90,1.444444444,,,,,,,,,,,,,
7/15/19,Fishless,A. tuberculifera,102,90,1.133333333,,,,,,,,,,,,,
7/15/19,Railtracks,A. tuberculifera,105,90,1.166666667,,,,,,,,,,,,,
7/17/19,Elephant,A. tuberculifera,190,90,2.111111111,,,,,,,,,,,,,
7/17/19,Fishless,A. tuberculifera,80,90,0.888888889,,,,,,,,,,,,,
7/17/19,Railtracks,A. tuberculifera,79,90,0.877777778,,,,,,,,,,,,,
7/19/19,Elephant,A. tuberculifera,199,90,2.211111111,,,,,,,,,,,,,
7/19/19,Fishless,A. tuberculifera,94,90,1.044444444,,,,,,,,,,,,,
7/19/19,Railtracks,A. tuberculifera,90,90,1,,,,,,,,,,,,,
7/22/19,Elephant,A. tuberculifera,103,90,1.144444444,,,,,,,,,,,,,
7/22/19,Fishless,A. tuberculifera,49,90,0.544444444,,,,,,,,,,,,,
7/22/19,Railtracks,A. tuberculifera,29,90,0.322222222,,,,,,,,,,,,,
7/25/19,Elephant,A. tuberculifera,93,90,1.033333333,,,,,,,,,,,,,
7/25/19,Fishless,A. tuberculifera,33,90,0.366666667,,,,,,,,,,,,,
7/25/19,Railtracks,A. tuberculifera,34,90,0.377777778,,,,,,,,,,,,,
7/26/19,Elephant,A. tuberculifera,69,90,0.766666667,,,,,,,,,,,,,
7/26/19,Fishless,A. tuberculifera,33,90,0.366666667,,,,,,,,,,,,,
7/26/19,Railtracks,A. tuberculifera,19,90,0.211111111,,,,,,,,,,,,,
7/29/19,Elephant,A. tuberculifera,24,60,0.4,,,,,,,,,,,,,
7/29/19,Fishless,A. tuberculifera,33,60,0.55,,,,,,,,,,,,,
7/29/19,Railtracks,A. tuberculifera,21,60,0.35,,,,,,,,,,,,,
7/31/19,Elephant,A. tuberculifera,28,90,0.311111111,,,,,,,,,,,,,
7/31/19,Fishless,A. tuberculifera,33,90,0.366666667,,,,,,,,,,,,,
7/31/19,Railtracks,A. tuberculifera,8,90,0.088888889,,,,,,,,,,,,,
8/2/19,Elephant,A. tuberculifera,54,90,0.6,,,,,,,,,,,,,
8/2/19,Fishless,A. tuberculifera,20,90,0.222222222,,,,,,,,,,,,,
8/2/19,Railtracks,A. tuberculifera,5,90,0.055555556,,,,,,,,,,,,,
8/5/19,Elephant,A. tuberculifera,0,0,#DIV/0!,,,,,,,,,,,,,
8/5/19,Fishless,A. tuberculifera,22,90,0.244444444,,,,,,,,,,,,,
8/5/19,Railtracks,A. tuberculifera,0,0,#DIV/0!,,,,,,,,,,,,,
8/7/19,Elephant,A. tuberculifera,26,130,0.2,,,,,,,,,,,,,
8/7/19,Fishless,A. tuberculifera,25,90,0.277777778,,,,,,,,,,,,,
8/7/19,Railtracks,A. tuberculifera,7,130,0.053846154,,,,,,,,,,,,,
8/9/19,Elephant,A. tuberculifera,13,90,0.144444444,,,,,,,,,,,,,
8/9/19,Fishless,A. tuberculifera,18,90,0.2,,,,,,,,,,,,,
8/9/19,Railtracks,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
8/12/19,Elephant,A. tuberculifera,10,90,0.111111111,,,,,,,,,,,,,
8/12/19,Fishless,A. tuberculifera,14,90,0.155555556,,,,,,,,,,,,,
8/12/19,Railtracks,A. tuberculifera,2,90,0.022222222,,,,,,,,,,,,,
8/14/19,Elephant,A. tuberculifera,5,90,0.055555556,,,,,,,,,,,,,
8/14/19,Fishless,A. tuberculifera,11,90,0.122222222,,,,,,,,,,,,,
8/14/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/16/19,Elephant,A. tuberculifera,2,90,0.022222222,,,,,,,,,,,,,
8/16/19,Fishless,A. tuberculifera,7,90,0.077777778,,,,,,,,,,,,,
8/16/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/19/19,Elephant,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/19/19,Fishless,A. tuberculifera,9,90,0.1,,,,,,,,,,,,,
8/19/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/21/19,Elephant,A. tuberculifera,4,90,0.044444444,,,,,,,,,,,,,
8/21/19,Fishless,A. tuberculifera,4,90,0.044444444,,,,,,,,,,,,,
8/21/19,Railtracks,A. tuberculifera,0,90,0,,,,,,,,,,,,,
8/23/19,Elephant,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
8/23/19,Fishless,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,
8/23/19,Railtracks,A. tuberculifera,1,90,0.011111111,,,,,,,,,,,,,